"county","median_cases","median_ratiocases","median_total_population","median_population_density","median_deaths","mean_D_stay_at_home_effective","median_days_stay_at_home_effective","median_mean_temp","median_dewpoint","median_life_expectancy","median_years_of_potential_life_lost_rate","median_age_adjusted_death_rate","median_percent_fair_or_poor_health","median_percent_low_birthweight","median_average_number_of_physically_unhealthy_days","median_percent_adults_with_diabetes","median_num_hiv_cases","median_percent_adults_with_obesity","median_food_environment_index","median_num_food_insecure","median_percent_excessive_drinking","median_percent_uninsured","median_num_primary_care_physicians","median_preventable_hospitalization_rate","median_percentile_rank_social_vulnerability","median_percentile_rank_socioeconomic_theme","median_percentile_rank_below_poverty","median_percentile_rank_unemployed","median_percentile_rank_per_capita_income","median_percentile_rank_no_highschool_diploma","median_percentile_rank_household_comp_disability_theme","median_percentile_rank_age_65_and_older","median_percentile_rank_age_17_and_younger","median_percentile_rank_disabled","median_percentile_rank_single_parent_households","median_percentile_rank_minority_status_and_language_theme","median_percentile_rank_minorities","median_percentile_rank_limited_english_abilities","median_percentile_rank_housing_and_transportation","median_percentile_percentile_rank_multi_unit_housing","median_percentile_rank_mobile_homes","median_percentile_rank_overcrowding","median_percentile_rank_no_vehicle","median_percentile_rank_institutionalized_in_group_quarters"
"Chaves",300,0.00457247370827618,65610,10.8173922642667,5,0.996108949416342,127,24.0555555555556,38.2,75.661416457,9997.1696751,479.86813062,23.165229448,7.9866092779,4.6843043763,11.7,47,34,6.8,9690,15.720691977,11.789553083,44,4418,0.9589,0.8023,0.8313,0.5425,0.751,0.8685,0.9408,0.2467,0.9195,0.6533,0.9583,0.9624,0.9287,0.9398,0.8749,0.7469,0.5342,0.8879,0.4358,0.6829
"Cheatham",449.5,0.0113581806696147,39575,130.853748867717,4,0.950381679389313,117.5,21.3333333333333,58.35,74.458190942,10215.375858,494.46627949,17.521443124,8.7299086038,4.0595829632,10.7,53,32,8.8,3870,15.691674261,10.193045703,22,5212,0.2098,0.4699,0.3244,0.4616,0.4973,0.5861,0.2722,0.1589,0.6393,0.4308,0.4906,0.1563,0.2283,0.1751,0.1455,0.596,0.5116,0.4339,0.0551,0.1019
"Cheboygan",38,0.00148559365104187,25579,35.7615775159635,2,1,130,11.7777777777778,44.6,78.778456217,7142.6147332,323.77897767,15.003031267,7.1932299013,4.2148596881,17.7,14,30.3,7.4,3850,17.913724444,8.289985216,15,3994,0.4199,0.6737,0.6816,0.9491,0.5033,0.3919,0.7065,0.9338,0.0665,0.8325,0.4483,0.2149,0.2853,0.2225,0.1554,0.3878,0.4429,0.1471,0.5033,0.2518
"Chelan",749.5,0.0100252805607202,74761,25.5927686521627,8,0.931159420289855,118.5,15.4444444444444,38.65,81.090916125,5089.0035254,259.44163826,17.163928551,6.087367923,3.8325033283,6.5,53,26.6,8.4,7110,19.491539975,9.2914514736,90,2102,0.7202,0.4715,0.3002,0.4957,0.3649,0.7176,0.4024,0.5237,0.7281,0.1789,0.4763,0.8746,0.7103,0.9338,0.8914,0.8615,0.489,0.8236,0.7475,0.4202
"Chemung",161.5,0.00184062364660026,87742,215.395740809401,5,1,129.5,15.3611111111111,48.45,77.171017363,7969.1384684,397.7876702,14.74862208,7.223476298,3.6050660994,11.9,195,36,7.8,10880,20.915023842,4.1758673886,65,5214,0.426,0.3394,0.5107,0.3298,0.3578,0.2837,0.4521,0.4476,0.4037,0.361,0.7599,0.3098,0.4489,0.2404,0.7182,0.7488,0.2455,0.1528,0.9491,0.8329
"Chenango",203,0.00411881670251187,49286,55.1552892398176,3,0.984732824427481,126.5,13.8611111111111,46.1,77.299542939,7863.0070561,375.881735,14.735076655,6.4004531294,3.7182028354,13.3,54,38.8,8.5,5350,19.503007704,5.0943495678,18,4060,0.5304,0.5304,0.4811,0.5256,0.5361,0.5189,0.6893,0.6507,0.3419,0.7297,0.5384,0.2404,0.1506,0.404,0.6383,0.4222,0.8039,0.588,0.6807,0.2923
"Cherokee",655,0.0102502287223203,51257,48.6783357624597,13,0.945383615084525,114,21.2777777777778,61.9,75.677026975,9637.5831389,456.68935409,20.698470599,7.2273073989,4.1313916587,14.1,112,35,8.3,9110,17.690908559,12.837450411,21,4688,0.419,0.6008,0.5466,0.3677,0.6351,0.7599,0.7494,0.4091,0.8564,0.3709,0.4215,0.7428,0.5705,0.8287,0.2518,0.3639,0.7956,0.5762,0.1261,0.2776
"Chesapeake city",2391,0.0102532655214114,233194,688.883209077257,27,0.976470588235294,122,19.6666666666667,60.3,78.534616842,6792.9075396,337.64184259,15.364853686,8.697365181,3.4069258149,12.1,446,36.2,8.2,25870,17.335148082,7.9013115281,197,5010,0.2448,0.1706,0.1226,0.4241,0.1305,0.1999,0.2751,0.0876,0.7746,0.0764,0.7838,0.6711,0.8182,0.4709,0.2547,0.8144,0.093,0.2187,0.234,0.6625
"Cheshire",83.5,0.00109407756813417,76320,107.995282110987,2,0.973076923076923,122.5,13.6666666666667,47.45,78.808828836,7299.3351893,320.54819049,12.860303203,5.9331175836,3.5876561609,8.7,40,30,8.6,7340,21.028494429,7.1532488475,52,3060,0.1496,0.1207,0.2003,0.2502,0.1264,0.1143,0.1207,0.4909,0.0977,0.3238,0.4785,0.1732,0.1767,0.2557,0.5829,0.7679,0.3442,0.2869,0.4358,0.8532
"Chester",167,0.00962258715067704,17355,60.7379753148849,0,0.965116279069767,119.5,20.8333333333333,59.8,76.959702284,7781.4276357,436.44871821,19.515190387,6.1396776669,4.3593721976,17.1,8,31.1,7.7,2270,13.97346414,11.841605229,5,6816,0.6616,0.8052,0.6422,0.8854,0.8243,0.6539,0.6367,0.4273,0.5053,0.361,0.8956,0.3715,0.4559,0.3279,0.4556,0.1977,0.7122,0.3419,0.3298,0.8777
"Chesterfield",2849,0.00858548874604853,331839,783.79807843766,49,0.924528301886792,89.5,21.3055555555556,63.15,79.402494583,6397.3171379,303.24616011,12.98513405,8.0174652765,3.4305524109,10.3,590,32.1,8.5,28830,17.833890106,8.9753356659,301,3931,0.1652,0.1379,0.0497,0.4368,0.0735,0.1999,0.2098,0.1283,0.7755,0.0831,0.6173,0.8319,0.7759,0.7791,0.0704,0.844,0.0509,0.235,0.0704,0.2295
"Chickasaw",397,0.0228726162355246,17357,34.5907369009204,19,0.953488372093023,116.5,22.5555555555556,63.15,74.658908017,11032.739382,540.42520218,25.494221186,13.188745604,4.9402018754,12.3,25,45.3,6.9,3380,12.39659985,17.281793696,9,5655,0.9726,0.9628,0.9376,0.8988,0.901,0.9608,0.9265,0.3034,0.8306,0.6253,0.9656,0.8099,0.8787,0.6396,0.8529,0.2299,0.8949,0.7479,0.8771,0.4677
"Childress",47,0.00665816687916135,7059,10.1363497054227,0,1,131,23.9444444444444,56.4,76.013639129,8947.1663472,407.23511851,20.100915579,9.8619329389,3.9332962101,12.8,10,24.3,5.8,1280,20.524823135,20.426561126,10,5887,0.7736,0.7412,0.8513,0.4241,0.8921,0.5982,0.3282,0.2833,0.2165,0.7297,0.5696,0.7195,0.751,0.6138,0.8389,0.9007,0.4642,0.0232,0.8195,0.9771
"Chippewa",82,0.00312524662615421,38330,24.5952743046794,0,0.99181446111869,131,14.2222222222222,44.5,79.638482354,5968.6827173,291.51522007,13.363668425,5.9142024157,3.4358619883,10.6,22,33.9,8.5,5890,20.891723613,6.226596769,23,4708,0.2149,0.1713,0.2127,0.1678,0.3493,0.2923,0.2948,0.3894,0.547,0.3133,0.5218,0.4661,0.383,0.2757,0.4693,0.7453,0.2114,0.1442,0.4187,0.7644
"Chisago",157,0.00290520160618789,54041,130.247753135022,1,0.972868217054264,123.5,13.2777777777778,43.05,80.531067047,4892.5113787,273.15307741,10.904841122,6.8956994563,2.6115796285,9,16,29,9.2,3670,25.118675089,4.1705604938,24,6564,0.0828,0.0627,0.0204,0.3018,0.1404,0.0618,0.1035,0.1818,0.6453,0.1713,0.3397,0.1694,0.2073,0.2194,0.3464,0.7303,0.1691,0.2235,0.3986,0.7141
"Chittenden",705,0.00439224970406828,160510,299.134438592484,39,0.951672862453532,121,14.6111111111111,44.1,81.633050558,5029.7094962,253.49523282,9.925446379,6.5355211635,3.0758512944,6,208,21.1,8.3,18560,21.688733193,5.10313544,293,2199,0.156,0.0729,0.2375,0.1955,0.0646,0.0576,0.0181,0.148,0.107,0.1337,0.2878,0.5164,0.375,0.6549,0.758,0.9026,0.1659,0.39,0.7049,0.8545
"Choctaw",118.5,0.0142427884615385,8320,19.8956119962453,4,0.9609375,117.5,20.75,62.9,74.212827323,11561.481594,558.4459489,23.058222305,11.889250814,4.6824473642,25.1,9,37.7,7.2,1530,12.836906683,13.564865286,3,5175,0.8777,0.9316,0.8898,0.9599,0.907,0.7552,0.8602,0.6816,0.5587,0.9586,0.3537,0.3785,0.7243,0.07,0.8061,0.3276,0.7147,0.7466,0.8848,0.4374
"Christian",216,0.00377714825306893,73936,103.045861079836,5,0.967824967824968,121,19.2777777777778,57,77.541922921,7327.3768236,383.88114801,17.754669107,8.7953313881,4.2384199784,11.8,71,31.4,8,9090,18.82739386,6.1628981797,38,6652,0.2986,0.3827,0.3664,0.4241,0.5355,0.4467,0.5979,0.2095,0.8873,0.3913,0.7931,0.2652,0.2206,0.3805,0.3703,0.6301,0.2404,0.5068,0.4877,0.8255
"Churchill",65.5,0.00271243995361935,24148,4.89760618143191,1,1,129.5,18.6944444444444,27.7,75.986759221,8859.1817091,446.41755641,17.094345474,6.7531305903,4.264828353,8.5,32,32.4,7.5,3040,21.161717926,13.636829693,13,3382,0.7711,0.6081,0.5387,0.9258,0.525,0.3438,0.667,0.5237,0.6065,0.6437,0.4594,0.787,0.6472,0.8316,0.7749,0.6049,0.6663,0.8029,0.4734,0.5043
"Cibola",527.5,0.019270814306068,27373,6.02945449921154,17,1,126.5,16.4166666666667,24.7,76.542064761,10721.333344,487.92480381,27.81915578,9.5585257189,5.6879862752,13.9,93,30.9,5,5350,16.816899049,12.601001338,14,3336,0.9994,0.9615,0.9405,0.9847,0.9577,0.8023,0.9685,0.2229,0.7507,0.9491,0.9806,0.9596,0.9828,0.8806,0.9933,0.4642,0.9242,0.9796,0.6807,0.8723
"Citrus",1009,0.00718389781635138,140453,241.372101237213,20,0.9272030651341,112,25.1111111111111,70.2,75.553575225,11763.370312,505.75116299,17.740636584,8.1778265642,4.2881346303,15,214,29.3,6.8,20840,15.250546679,15.446198085,75,4771,0.6087,0.6918,0.6291,0.9223,0.5059,0.5291,0.4919,0.9978,0.0134,0.8768,0.1305,0.4435,0.3941,0.5154,0.5441,0.4053,0.8434,0.483,0.4734,0.4152
"Clackamas",1201,0.00304076036732183,394967,211.135170618463,33,0.958801498127341,122,15.7777777777778,48,80.886105235,5147.8419977,257.94478227,11.788931424,5.9104752461,3.5317510247,8.5,529,28.5,8.5,40800,20.006546855,6.2736271533,370,2601,0.2213,0.1293,0.1067,0.4823,0.0548,0.0834,0.1251,0.3789,0.4607,0.185,0.377,0.666,0.5247,0.7587,0.4027,0.9124,0.3085,0.6221,0.4187,0.0872
"Claiborne",273,0.0129862138875066,16452,21.7942552862596,9,0.981481481481482,124,21.6388888888889,63.9,73.320926318,11588.814157,567.13641361,28.267475228,16.206589492,5.4378010881,13.9,17,37.9,6.1,3490,14.069607163,11.727705359,6,9139,0.9688,0.978,0.9643,0.9729,0.9663,0.8819,0.533,0.5435,0.1394,0.8379,0.951,0.4753,0.9045,0.1601,0.9873,0.3782,0.8984,0.6651,0.8195,0.8634
"Clallam",79,0.00108265153695405,72969,41.9681308169507,0,0.984674329501916,126,12.0555555555556,47.2,79.432548835,6981.1611722,334.06070958,16.223041389,5.9593975115,4.2114045142,11.8,69,29.2,7.2,10670,15.916302155,8.9611038512,74,1915,0.582,0.4349,0.5014,0.7931,0.3107,0.1598,0.6151,0.9691,0.0599,0.8418,0.2853,0.5565,0.5193,0.5801,0.7329,0.7482,0.5934,0.5508,0.6705,0.3945
"Clare",54,0.00176424464192368,30608,54.2372816574195,3,0.988326848249027,127,14.1111111111111,47.9,75.052810825,10043.07225,486.99661246,17.162905772,6.5246338216,4.4034045176,16.7,26,37.3,7.7,4650,17.318296009,8.009898411,10,4969,0.7765,0.8784,0.8828,0.9459,0.7962,0.6479,0.837,0.8548,0.2053,0.9,0.5422,0.2375,0.1465,0.4043,0.6536,0.3056,0.7026,0.66,0.7972,0.347
"Clark",685,0.00562439425761766,136175,305.750384020829,25,0.964923469387755,123,17.8333333333333,46.2,78.626500643,7166.9123543,357.78943608,19.262403295,8.320358116,4.0353207387,10.7,211,33.7,8,20220,18.396441889,8.5838265103,61,4961,0.5762,0.5151,0.4508,0.5552,0.3862,0.5002,0.3674,0.2095,0.687,0.2343,0.5747,0.5046,0.5056,0.7096,0.5587,0.8395,0.2114,0.759,0.8153,0.3419
"Clarke",183,0.00796812749003984,16203,81.3383287214672,14,0.967191601049869,118.5,21.0555555555556,60.1,78.165899901,7437.4426233,363.17184644,21.505493468,9.8731328013,4.2884626703,13,49,26.3,7,2790,15.950090919,14.692319924,7,6287,0.7265,0.8265,0.7147,0.7291,0.7943,0.5546,0.2073,0.6049,0.3712,0.1165,0.504,0.3645,0.7705,0.3028,0.2108,0.7278,0.192,0.2028,0.7049,0.3569
"Clatsop",72,0.00191184280403611,37660,45.4685632503977,0,1,128.5,13.4166666666667,50.8,78.568336414,7565.5250627,356.54253594,14.685385116,6.2522077005,3.9104538402,8,58,29.6,7.8,4740,19.318635203,8.8759754275,26,3597,0.5447,0.3034,0.3906,0.5116,0.3025,0.1598,0.5705,0.6816,0.1761,0.8083,0.4355,0.5903,0.4591,0.7001,0.8214,0.8392,0.2455,0.6587,0.8322,0.5626
"Clay",235,0.00620439767707351,26568,58.7411827601945,5,0.966416040100251,122,20.9444444444444,59.1,77.897888334,7851.4167999,389.82592351,17.649646777,8.1431767338,4.1289871009,13.5,30,33.3,7.8,4650,19.234673903,11.350148781,11,5249,0.3559,0.3961,0.4811,0.4616,0.3251,0.3244,0.5944,0.4091,0.6294,0.4212,0.6275,0.4788,0.5349,0.4534,0.2407,0.4992,0.5737,0.404,0.2038,0.2448
"Clayton",3737,0.0138269649867354,270269,1908.05676963601,89,0.9272030651341,111,22.1111111111111,61.7,76.485656358,8904.3079375,417.6546266,23.104509724,11.732893526,3.9819370194,11.2,1919,36.5,5.2,57790,12.669220237,18.832980029,72,4867,0.9198,0.9061,0.8857,0.9408,0.8927,0.6714,0.5361,0.0096,0.9497,0.1114,0.9914,0.979,0.994,0.929,0.7529,0.921,0.1184,0.8679,0.7049,0.3906
"Cleburne",107,0.00713761590287506,14991,26.7646603791292,1,0.96,115.5,22.2777777777778,64.05,74.766028857,11087.984454,537.92248086,19.284407812,8.5209003215,4.546700394,12.5,15,37.3,8,2020,14.462966516,13.34452371,4,6416,0.6291,0.8262,0.7348,0.5552,0.8379,0.9519,0.6667,0.5944,0.6316,0.9093,0.0977,0.3782,0.2665,0.5275,0.311,0.0952,0.9153,0.4336,0.5193,0.1968
"Clermont",725,0.00360531498020806,201092,444.786256683913,10,0.992217898832685,126,18.1111111111111,54.1,77.621987968,8228.2709433,383.52978301,15.066354198,7.3004462072,3.7752435066,11.1,134,37,7.8,22440,19.378800756,5.8802287791,134,4828,0.1009,0.1821,0.1741,0.2502,0.156,0.3292,0.1926,0.1964,0.7399,0.2496,0.3773,0.1777,0.2066,0.2362,0.1897,0.8895,0.2763,0.1955,0.3473,0.1391
"Clinch",217,0.0318461990020546,6814,8.51513467341258,4,0.940886699507389,136,22.5,63,72.704633745,11046.959749,621.98890331,26.89123479,11.445783133,4.8020695341,25.2,27,51.9,6.4,1400,13.080853899,16.597435434,1,7636,0.9755,0.9736,0.9873,0.9124,0.957,0.9134,0.9796,0.2732,0.923,0.7943,0.9803,0.7383,0.7402,0.6527,0.8093,0.0961,0.9389,0.2923,0.9341,0.8535
"Clinton",192.5,0.00437008607252837,41854,79.8549368425026,5,0.979974160206718,124,16.5555555555556,51.7,79.447253971,6220.7055513,321.58898475,14.767265821,7.2327044025,3.6468565537,13.2,39,34.1,8.3,5920,21.031879992,5.3857801078,25,5227,0.1293,0.1691,0.2321,0.2837,0.3352,0.3438,0.2544,0.3034,0.5915,0.3025,0.7947,0.2754,0.3107,0.3095,0.3187,0.723,0.3337,0.3435,0.234,0.653
"Coahoma",541,0.0218109982260926,24804,44.8920385940012,7,0.938931297709924,114.5,22.6111111111111,65.05,71.15023596,15127.78178,680.35444287,34.90213956,17.103399433,5.7706874271,20.9,172,42.4,3.6,7270,10.917289762,13.569617579,13,6499,0.964,0.9869,0.9866,0.9962,0.9726,0.8844,0.8395,0.1544,0.9363,0.4212,0.9943,0.6734,0.9809,0.312,0.887,0.6635,0.4518,0.5756,0.9688,0.6683
"Cobb",8440,0.0115872309812902,728388,2144.2719721395,264,0.9,107.5,20.7777777777778,60.6,80.521249362,5620.8933435,268.57235992,13.682978673,8.5812115361,2.9249329493,8.7,2853,29.1,7.7,81880,16.669755679,13.789606752,533,4469,0.305,0.2127,0.2404,0.4957,0.0611,0.2143,0.2127,0.0423,0.7908,0.0242,0.7542,0.9204,0.8615,0.8892,0.2283,0.9561,0.0509,0.4651,0.1754,0.3053
"Cochise",7.5,5.8512837716595e-05,128177,20.7925210097417,0,0.666666666666667,4.5,14.8888888888889,28.05,78.75697821,7452.3219191,367.31385023,18.069448591,7.8340156308,4.2331406992,10.5,197,29.8,6.8,17580,14.74556738,10.456419859,68,3324,0.9303,0.6651,0.6991,0.7291,0.54,0.5339,0.8188,0.7377,0.4629,0.6437,0.6189,0.9239,0.845,0.9131,0.9831,0.8096,0.8348,0.7644,0.4734,0.9128
"Coconino",2835,0.0205339552671225,138064,7.41535790815756,111,0.949612403100775,115.5,13.7222222222222,25.35,78.980005501,8704.7846364,365.93229177,15.884514142,7.9854325813,4.193534585,7.5,135,23.8,6.1,24950,17.401343193,13.11674912,119,2370,0.7638,0.6167,0.8313,0.6813,0.4645,0.3827,0.0815,0.0493,0.39,0.1547,0.6616,0.8755,0.858,0.7876,0.9819,0.837,0.61,0.9707,0.4537,0.9109
"Coffee",693,0.0139228951638535,50991,75.0987887228696,7,0.978552278820375,119.5,23,65.4,74.335323869,10314.971566,525.91583793,20.341416817,9.2709650232,4.3571041417,14.6,65,34.2,7.5,6810,15.235076802,11.99236659,28,6047,0.5692,0.5699,0.5466,0.5256,0.5664,0.6055,0.8017,0.3464,0.7125,0.7233,0.7845,0.7313,0.6877,0.6931,0.4209,0.1668,0.6004,0.6234,0.4877,0.2607
"Cole",226,0.0029502760988473,76603,195.659095236405,2,0.923954372623574,111,19.7777777777778,56.3,79.156729139,6853.6046595,328.15092455,16.929257951,8.4632169576,4.098582008,10.7,110,35.6,7.5,10190,20.26511488,10.091896129,54,3386,0.3149,0.2305,0.3002,0.2502,0.334,0.2066,0.3585,0.2022,0.5492,0.361,0.7329,0.3734,0.5486,0.2381,0.5642,0.7876,0.1493,0.2448,0.6154,0.8586
"Coleman",33,0.0038933459178858,8476,6.71661493843832,0,1,136,25.2222222222222,57.9,74.739502921,10395.594474,470.13750439,20.247357914,11.265164645,4.2175624292,17.8,5,25.1,6.6,1500,15.869392648,22.97979798,5,11721,0.4429,0.5692,0.6651,0.3792,0.4336,0.7176,0.2824,0.8656,0.4075,0.2662,0.1945,0.6549,0.6036,0.6644,0.226,0.4546,0.631,0.3556,0.4358,0.0691
"Coles",406,0.00768910268550434,52802,103.882148116678,20,1,135.5,19.3333333333333,56.05,78.639965322,6782.1213222,349.06002203,17.736598203,7.6572729861,4.1569269894,9.6,36,36.6,7.5,7440,19.956051145,6.9443060676,39,8415,0.4164,0.5762,0.8223,0.5813,0.5256,0.2837,0.0751,0.2732,0.0732,0.3133,0.5702,0.3559,0.3244,0.4346,0.6667,0.8975,0.2346,0.1611,0.6425,0.9016
"Colfax",15.5,0.00121893677256999,12716,3.3837388094468,1,1,135.5,17.0555555555556,31.5,77.650114333,11430.902066,419.5753043,23.55919616,14.42193087,4.61900906,13.3,9,28.1,5.1,2040,14.489783996,9.1275322284,5,2815,0.9379,0.7724,0.8061,0.9182,0.7596,0.3973,0.802,0.9013,0.1092,0.8905,0.5282,0.865,0.8959,0.7237,0.9694,0.6396,0.7574,0.6562,0.8771,0.7622
"Collin",5682,0.00640851400748675,886633,1053.84073385693,72,0.911439114391144,111,22.8333333333333,61.5,82.649827214,4191.532301,212.49455574,12.532515096,7.7723144254,2.8611010034,8.8,1674,27.9,7.8,130090,19.256086289,12.074848372,918,4396,0.1433,0.0216,0.0401,0.1955,0.0229,0.0672,0.1172,0.0242,0.9239,0.0045,0.4263,0.893,0.8058,0.8822,0.1608,0.9726,0.0694,0.6262,0.0551,0.0341
"Colonial Heights city",195,0.0111085792411986,17554,2333.79033954597,21,1,130,19.3888888888889,59.3,74.489826676,10793.428635,496.11465682,17.073839303,10.56122449,3.9363975308,10.4,11,26.5,8.3,2010,16.36420032,10.263991552,24,5579,0.5498,0.4148,0.3244,0.7036,0.2958,0.375,0.923,0.7676,0.4527,0.6183,0.8717,0.7205,0.6351,0.731,0.2553,0.7934,0.0064,0.4441,0.5985,0.1805
"Colorado",246,0.0118314736437091,20792,21.6516975870482,2,0.995967741935484,122.5,25.3888888888889,70.55,77.934481986,8144.3192512,373.1866755,18.711823852,8.6714841579,3.7011908508,10.3,32,26.8,7.6,2850,17.349865638,22.1933063,10,5690,0.6218,0.3789,0.3906,0.0911,0.361,0.745,0.582,0.7791,0.5852,0.4308,0.3206,0.9083,0.8303,0.8844,0.6492,0.4432,0.6979,0.9169,0.313,0.4327
"Colquitt",1430,0.0310856049736968,46002,84.1009581041701,21,0.960474308300395,116,23.7777777777778,67.3,74.055705513,10885.715775,535.91878441,23.811260945,10.229316547,4.2846664792,17.8,184,37.7,7.1,6780,13.898927668,23.554581231,21,6689,0.9889,0.9134,0.9007,0.6205,0.9424,0.9647,0.8475,0.1885,0.9102,0.4639,0.958,0.937,0.8389,0.9599,0.9869,0.5415,0.9389,0.9226,0.9163,0.5132
"Columbia",130,0.00352556031226391,56650,75.4498608678399,1,0.976024748646558,124,17,48.9,79.167854462,6838.8716659,328.3623642,13.717136686,6.3291139241,3.6276501047,11.4,51,35.3,8.1,5780,19.543413889,6.3541666667,26,4644,0.4018,0.3929,0.354,0.7291,0.2795,0.3085,0.5256,0.4909,0.4062,0.6103,0.4562,0.5247,0.4158,0.5218,0.5193,0.5463,0.4779,0.4833,0.6154,0.6176
"Columbiana",1508.5,0.0143352656086667,105230,197.826092798528,60,0.988461538461539,126.5,17.5277777777778,50.1,76.259465708,8980.1042431,430.83803192,17.482615198,7.5349838536,4.2297273505,12.1,85,36,7.4,14680,17.798373217,7.6913366743,44,5529,0.5193,0.5782,0.5075,0.7036,0.5377,0.4744,0.51,0.5944,0.2932,0.5492,0.5992,0.2136,0.192,0.3139,0.6711,0.5893,0.4253,0.4798,0.6154,0.7351
"Colusa",304,0.0142315434670661,21361,18.5630333026523,3,1,132,22.0555555555556,49.7,79.852589192,6556.2787052,333.20406809,19.415265469,6.3248682319,3.9906934518,21,6,40.5,8.2,2530,20.121342379,10.728094538,7,3534,0.7428,0.6568,0.3604,0.737,0.3894,0.9857,0.6683,0.1394,0.9373,0.2343,0.9249,0.9838,0.9452,0.9904,0.3556,0.616,0.3037,0.9774,0.1907,0.1722
"Comal",2115.5,0.0170283497271278,124234,222.04033384264,57.5,0.96484375,118.5,26.2222222222222,66.1,79.855932056,5752.0446589,282.99756657,15.188534793,7.8039215686,3.5021433721,5.4,164,30.3,8,15260,19.861001888,14.37621663,98,4179,0.2802,0.0786,0.1067,0.1955,0.0729,0.192,0.3216,0.5018,0.5689,0.3238,0.3983,0.8087,0.7052,0.8103,0.3792,0.8067,0.5342,0.7437,0.0872,0.1302
"Comanche",160,0.0118465867022064,13506,14.4025112596166,3,1,132,23.9444444444444,61.8,77.333218362,8214.6559849,382.01021391,19.61412806,6.7619047619,3.9796787437,15.4,9,26.4,7.3,1970,16.595722607,25.200234421,6,5757,0.8383,0.6909,0.8026,0.2719,0.6998,0.8093,0.923,0.9013,0.5231,0.7692,0.5167,0.8497,0.6909,0.8972,0.5941,0.2388,0.8567,0.9115,0.313,0.3875
"Concordia",287,0.0141462933753943,20288,29.1084131502523,8,1,133,23,66.8,72.979196041,12780.17908,600.08031141,26.032152109,13.036393265,5.3959530832,16.5,50,34.5,5.3,4440,16.196234119,9.9415980887,6,8325,0.9233,0.9561,0.9739,0.8259,0.9535,0.8972,0.6635,0.3133,0.7466,0.2025,0.9685,0.4976,0.8373,0.1579,0.95,0.0831,0.8637,0.8223,0.8555,0.9338
"Conecuh",374,0.0294557769551863,12697,14.9348977763205,10,0.987704918032787,118.5,24.8333333333333,67,75.25023311,10822.452428,528.82229203,28.608747789,14.064115822,5.4337528108,25.9,33,43,5.6,2650,12.042707635,12.033455306,5,12070,0.8628,0.9739,0.9761,0.9952,0.9739,0.8255,0.9592,0.773,0.4518,0.8905,0.7453,0.4273,0.8806,0,0.3897,0.1293,0.9401,0.5613,0.6587,0.0344
"Conejos",28,0.00340922927066845,8213,6.37938769024183,0,1,145.5,15.3888888888889,28.85,75.81977446,11527.326743,446.00482747,22.693590583,11.095890411,4.3342615257,8.2,6,26.1,9,650,14.582967976,10.739709068,5,2416,0.8857,0.8777,0.8287,0.8634,0.9179,0.6539,0.8574,0.5119,0.9261,0.8937,0.2143,0.9344,0.916,0.8749,0.4508,0.2254,0.7268,0.8669,0.5495,0.0793
"Contra Costa",5378,0.00485411918676806,1107925,1532.91656449364,96,0.941391941391941,120,19.6111111111111,48.7,82.392027357,4623.5095352,233.91374929,12.300484401,6.8385624112,3.0775355012,8.8,2443,24,8.5,113940,19.595709913,5.8956173288,1183,3379,0.4078,0.2483,0.1563,0.6205,0.0178,0.3677,0.1375,0.2095,0.6387,0.127,0.4648,0.9554,0.9061,0.9452,0.5014,0.9198,0.063,0.9131,0.5033,0.1401
"Cook",705.5,0.0177245663620321,5227575,5531.87853880069,16,0.890681003584229,108.5,20.8055555555556,57.15,79.415729611,7012.1419751,339.05013118,17.140851058,8.9574233719,3.4710878007,9.5,25780,28,8.3,630380,22.237901344,9.972268492,4863,5194,0.6937,0.5304,0.5664,0.8259,0.0961,0.5734,0.1223,0.1394,0.5237,0.0831,0.6507,0.9631,0.9182,0.9532,0.8742,0.9863,0.0258,0.8491,0.9882,0.4371
"Cooke",206,0.00529862647255517,38878,44.4411236437369,3,1,125,22.7222222222222,61.4,77.648238841,8290.5273356,402.85925934,16.168022976,6.2695109261,3.5854518388,7.7,23,24.1,7.6,6080,19.423579377,20.705407085,13,4706,0.5912,0.419,0.4575,0.4502,0.2477,0.5603,0.5826,0.5018,0.7361,0.4308,0.4476,0.7857,0.6157,0.8586,0.6068,0.4982,0.554,0.8141,0.4187,0.447
"Cooper",28,0.00158973485493669,17613,31.1863599839049,0,0.944186046511628,95,22,59.8,77.348615391,7481.500753,393.69871224,18.103825753,8.242159008,4.3145303059,6.6,43,34.1,7.6,2260,19.21641425,10.645112094,7,3870,0.2588,0.3951,0.3483,0.3018,0.6138,0.375,0.3719,0.4352,0.4247,0.4527,0.5489,0.2114,0.4024,0.1003,0.2576,0.3161,0.2869,0.2595,0.2496,0.9179
"Coos",16,0.000496601384276359,32219,17.9536505388463,0,1,129.5,12.7777777777778,43.5,77.136315707,7968.8604102,400.34425595,14.858929085,8.1239041496,3.8157665804,13.1,24,33.6,8.2,3630,17.196772573,7.7905777937,36,3819,0.4807,0.4139,0.3483,0.4823,0.4097,0.454,0.7058,0.8383,0.0357,0.8284,0.5788,0.2353,0.1331,0.4136,0.6781,0.5422,0.5342,0.2209,0.7049,0.8567
